2*(x|~y)+(~x)-(x&y)-(~(x|y)),~y-1
2*b-(b|y)-2*(~(b|y))-(~b&y)+1,-3*(~b)
2*(x|~y)-(~x)-2*x+y-(x&y),~(x|y)
(~x&y)-(~x|y)+2*(~(x&y))-x-y+1,-4*(x&y)
2*(~y)-(~(x&y))+x-3*(x&~y),-2*(x^y)-1
-(x&y)-(x&~y)+(x^y)+2*(~(x|y))-(~y)-(~x),-x
-3*(~y)+2*(x|~y)+2*(~x)-y,-2*(x&~y)-1
2*(~(x|y))-(~y)-(~x|y)-x-y,-(x&y)-2*(x|y)
-(~(x|y))+2*(~y)+2*(x&y)-(x|y),-2*(~x&y)-1
5*(~a)-3*(~(a&y))+4*a-y-(a|y)-1,2*(~(a^y))-1
(x&~b)+(~b)-(x|~b)+(~x|b),-(x&b)-1
3*(x|y)-2*(x&~y)-(~x&y)+2*(~y)-(~x)+2,2*x+1
(~x)+(~(x&y))+x-y-(~x&y)+1,2*(~y)+1
-(x^d)+2*(x|~d)-2*(~x)-(x&d)-(x|d),-4*(~x&d)
2*(x&~y)+2*(~(x^y))-(~y)-(x|~y)+1,-(~(x&y))
(x&(y|z))+(~x|~z)+(~x|y^~z)-(~y^z)+(~x|~y|z)-(-1)-(-1),~x&(y^z)
(~c|y)-y+(c|y)-(c&~y)-(~c&y)+1,~(c^y)+1
2*(~(x&y))-x-4*(~(x|y))+1,-3*(~(x^y))-(~y)-1
y-2*(x&y)+(x|y)-(~x&y),-(~(x^y))-1
-3*(~c)+2*(~c|y)+(~(c&y))-c-(c|y)+1,-(c^y)+1
-3*y+(x&y)+(x|y)-(~(x^y))-(~y)+1,-2*(~x|y)+1
(~x|y)+1,-(x&~y)
-3*(~(x|y))+3*(x|~y)+2*(~x)-(~(x&y))-x+1,x&y
-(x&~y)+3*(~y)-(x|~y)-(~x),-2*y-1
(~(x|y))-2*(~y)+2*(x|~y)-(x&y)+2,-(x^y)+1
2*(x|~y)+y-(x&y)-(x|y),(~(x^y))+(~y)
-(~x|y)+2*x-(~x&y)-(~y)+1,-3*(~x)
2*(~(x&y))+x-y-2*(x&~y)-(~y)+1,~x+1
2*(~x)-(~(x&y))+2*x-(x|y),-(x^y)-1
2*(~x&y)+(~(x^y))+(~y)-(~x|y)+2,-(x&y)+1
(~x|t)+2*x-2*t,(x&~t)-2*(~x&t)-1
2*(~x)-2*(~x|y)+2*y-(~x&y)+1,-(x|~y)
(x|y)+3*(x&~y)+2*(~(x^y))-(~y)+1,2*x
x+y-(x&y)-(x^y)+1,-(~(x&y))
2*(x^y)-2*(~x)+2*(~x|y)-y-(x|y),x&~y
(~(x|y))+(~x|y)-(~(x&y))-y+2,(x&y)-2*(x|y)+1
(~x|y)+3*(~(x&y))+3*x-2*y-2*(x|y),4*(~y)
3*(~(x&y))+(x|y)-3*(~x&y)-2*(~y)+1,-(~x|y)-1
-(~x&y)+(~(x^y))+(~y)-2*(x|~y),-(x|y)
2*(~(x^y))-(~x|y)-(x&~y)+1,-2*(x^y)
-(x^y)+2*(~(x|y))-(~y)-y+2,(x&y)-3*(x|y)+1
-x-y+3*(x&y)-(~(x|y)),-2*(~(x&y))-1
(~x)+2*(~x|y)+2*x-y-(x&y)-(x|y)+1,2*(~(x|y))
-(~x|y)-x+2*(~x&y)-(~y),-3*(x|~y)-1
(~x|y)-x-2*y+1,-(x&y)-2*(x|y)
2*(~(x&y))-y+2*(x&y)-(x|y)-(x&~y),2*(~(x|y))
5*(x|a)-(x&~a)-(~x&a)-(x^a)+(x|~a)+1,3*x+2*a
-3*(~y)+2*(x|~y)+(~(x&y))-x-y+1,-(x&~y)+1
2*x+3*y-3*(x&y)-(x|y)-(x&~y)-(~x&y),-(~y)-1
(~x)+x-(x&~y)-(~x&y),~(x^y)
-2*x+3*(x|y)-4*(~x&y)+(~y)-2*(x|~y),-(~x|y)
-(~y)+x-2*(x&y),-(~(x^y))
-b+(b|y)-(b^y)-(~(b|y))-(~b&y)-1,-(~(b&y))-1
-y-(t&y)+(t|y)-(~t)+2,-2*(~t|y)+1
x-2*(x&y)+(x|y)-2*(x&~y),-(x|~y)-1
(~x&y)+(~(x&y))+2*x-y+1,2*(x&~y)
6*(~x|y)+3*x-4*y-2*(x^y)-1,5*(~(x^y))+(~y)-1
-(x|~y)+2*(~x)+3*x-(x&y)+1,x^y
2*(~(x&y))-x+2*y-2*(~x&y)+1,~x
(~(x|y))+(~x&y)-(~(x^y))-(~y),-2*(x|~y)-1
(~(x&y))+2*y-(x&y)-(x|y)-(~x&y)+1,~x+1
2*y-2*(x^y)-(~x)+2,(~x|y)-3*(~(x&y))+1
-(x^y)+2*(x|~y)-2*(~x)-x-(x&y),-3*(~x&y)
-x+2*y+(x&~y)-(~x&y)+2,-(~y)+1
2*c+(x&c)-(x|c)+1,(~(x^c))-2*(~c)
2*(~(x^y))+2*(~y)-3*(x|~y)-(~x),-(x|y)
(t|~y)+(~t)-2*(~t|y)+3*y-(t&y)-(t^y),-(~y)-1
3*(x&~y)+2*(~x&y)+3*(~(x^y))-(~y)-(x|~y)+1,y
(~(c&y))+c+2*y-2*(c|y),~c|y
(~x&y)+(~(x|y))+(~(x^y))-(~x|y)+1,-(x|y)
(x&~e)+2*(~x)-(~(x&e))-e+2,-(x&e)-(x|e)+1
(~x)+2*x-y-(x&~y),x|~y
4*(~x&a)-(x^a)+2*(x|~a)-(~x),a-1
2*(~x)-2*(~x|y)+y-(x^y)-(~(x|y)),-(x|~y)
y-(x|y)+(x^y)-2*(~x&y)-(~y)-1,-(~(x&y))-1
-3*(~y)+3*(x|~y)-x-y-(x|y)-1,-2*(x^y)-1
(~x|y)+3*(~(x&y))+x-2*y-2*(~x&y)-1,4*(~y)-1
-y+(x&y)+(x|y)-(x^y)-(~(x^y))+1,-(~x)+1
(x|~y)-2*x+2*(x&y)-(~x&y),-2*(x^y)-1
2*(~(x^y))+(~y)+2*(~x)-y,4*(~(x|y))-1
-2*x+(x&y)+2*(x|y)-(~x&y)+2,-(~y)+1
-(x&y)-(~x&y)-(~(x^y))-(~x),-2*(~x|y)
4*(~x)-3*(~(x&y))+3*x-y-(x&y)-1,~(x^y)-1
-(~y)+3*(x|~y)+2*(~x)-x-y+1,3*(~(x|y))
-2*(x&~y)+2*(~y)-(~(x&y))+1,(x&y)-2*(x|y)
2*(~x)+y+(x&~y)-2*(~x&y)+1,~(x|y)
(~x&y)+2*(x|~y)-(~(x&y))-x+1,(x&y)-(x|y)
-(~y)+(x|~y&~z)-(x|~y)+(x^y&z)+(x^y^z)+(x&~y&z)-(-1),-2*(~x&~y)
-(~x)+2*(~x|y)-x-2*y+2,-2*(x|y)+1
3*(~(x&y))+(x&y)-(x^y)-(~y)+1,~x
(~y)-(~x&(~y|~z))-(~x&~y&z)+(~x|y&z)-(~x|~y|z),-(~x&(y^z))
-(x^y)+(~x)+2*x-(x&y)+2,-(~x&y)+1
(x|y)-2*(x&~y)+(~(x|y))-(~(x^y))-1,-x+y-1
3*x+2*(~(x|y))-2*(x|~y)+3,-(~x|y)-(~(x&y))+1
-x-y+2*(x|y)-2*(x^y)-(~(x|y))+1,-(~(x&y))+1
-x-(x|y)+3*(x&~y)-(~y)-(~x)-1,-2*(~x|y)-1
2*(x|y)-(x&~y)-(x^y)+(~y)-(~x|y),x
2*x-3*(x&~y)-(~x&y)-(~(x^y))+1,-2*(~(x&y))
-y+(x&y)+2*(x^y)-2*(x&~y)+1,-(x|~y)
2*(x|~y)-x-(x&y)+(x|y)+1,~y
-3*(x&y)+(x|y)-(x^y)+(~(x^y))-(~y)-1,-x-1
(~x)+(~(x&y))+2*x-(x|y)+1,~y
3*(~(x^y))-(~y)+3*x-4*y+3,-6*(~x&y)+1
x-2*(x|y)+2*(x^y)-(~x),-2*(~x|y)-1
-5*(x&~y)+4*(x^y)+2*(x|~y)-(~x)-(~(x&y)),2*y
y-(x&y)-(x|y)-(~(x^y))-(~y),-2*(x|~y)
x+(x|y)-2*(x^y)-(x|~y)+2,-2*(~(x&y))+1
(x^y)-2*(x&~y)+(x|~y)-(~x),x&y
-3*(~y)+4*(x|~y)-(~x)-2*x-2*(x&y)-1,-(x^y)-1
-(~x)+2*(~x|y)-2*(x&y)+(x|y)-2*(-1),-(x|~y)
(~(x|y))+(~x&y)+(~(x^y))-(~x),-(x^y)-1
2*(x|~y)+(~(x&y))-x-(~(x|y))+2,~y+1
x-(~x&y)+(~(x^y))-2*(~y)-2*(-1),-3*(~(x&y))
-2*(a&~y)-(~a&y)-(a^y)-y,2*(a&y)-3*(a|y)
2*y-(x&y)-3*(~x&y)-(~y),-2*(~(x&y))-1
2*(x^y)-(~x&y)+2*(~(x^y))-(x|~y)-(~x),x
-(x&~c)+(x|~c)+(~(x&c))-2*(-1),-(x|c)
2*(x&~y)-(~x&y)+2*(x|~y)-(~x)-(~x|y),4*x-3*y
(x&y)+(~(x^y))-(x|~y)-(~x)+2,-2*(~(x&y))+1
-(x&~y)-2*(~x&y)+2*(~x)-(~x|y)+2,-2*(x|y)+1
-(c&y)+(c|y)-(~(c|y))-2*(c&~y)-(~c&y),-(~y)
(~(x^a))+3*x-a-(x&a)-(x|a)+1,(x&~a)-3*(~x&a)
-2*(~x|y)+2*x-(x^y)-(~(x|y))-(x&~y),-3*(~x)
-x-y+(x^y)-2*(~(x|y))-2*(x&~y)+1,-2*(x|~y)+1
-3*(x&y)+2*(~(x^y))-(~y)-(x|~y)+(~x),-3*x-1
3*(x&~y)+(~(x^y))-2*x+y+1,-(x&y)
2*(~x)+3*x-(x&y)-(x|y),~y-1
(~(x|y))-(~(x^y)),-(x&y)
2*x-(x|y)-(~(x|y))-(~x&y)+1,(x|~y)-2*(~x)+1
-x+3*y-(x^y)-4*(~x&y)-2*(~(x^y)),-2*(~(x&y))
3*(x|y)-(x&~y)-(x^y)+(~y),x+y-1
-(x|~b)+2*(~x|b)+2*x-2*b,-(~x&b)-1
(~(x^y))+(x|~y)+(~x)-(x&y)-(x|y),3*(~(x|y))
-y-(x&y)+(x|y)-(~(x|y))-(x&~y)+1,-(~(x^y))+1
-(~(x&y))-2*(x&y)+(x|y)-(~x&y),-(~x|y)
(~x)-(~x|y)-x-2*(~(x|y))-(x&~y),-2*(x|~y)
2*(x|~y)+(~x)-(~x|y)-(x&y)+(x|y)-(x&~y)+1,~y
-(x^y)+(~(x|y))-(~x)-x-1,(x&y)-2*(x|y)-1
(d|~y)-(~d)+2*(~d|y)-y-(d&~y)+1,2*(~(d^y))+1
-2*(~(x|y))+2*(~(x^y))+(~(x&y))-x,-(x&~y)-1
(b&~y)+(~b&y)+2*(~(b^y))-(~b|y)-b+1,-(b|y)
2*(~c&y)+(~y)-(~c)+c-y,2*(c&~y)
(x&~y)+2*(~(x^y))-(x|~y)-x-y+1,-2*(x|y)
3*x-y-(x^y)-2*(~(x|y))-2*(-1),-4*(~x)
(x^y)-(~y)+2*(x|~y)-(~x|y)-(x&y),2*(x&~y)
-2*x-y+2*(x|y)-(~x&y)-(~y),-(x|~y)
-2*(~x)+2*(~x|y)+2*(~(x&y))-(x^y),~(x^y)-1
3*(x&~y)-(~x&y)+2*(~(x|y))-(~x)+1,2*x-3*y
(~x)-(~x|y)+2*y-(~x&y)+2,-(~y)+1
3*(~x&a)+3*(~a)-(x|~a)-(~x),-3*(x&a)+(x|a)-1
5*(~x&y)-(x^y)+2*(~(x^y))-(~x|y)+1,-2*x+2*y
(~(x^y))+(~y)+x-2*(x&~y)+3,-2*(x^y)+1
-(x^y)+(x&~y)-(x|~y)-(~x),-(~x|y)-(~(x&y))
(x&~y)-2*(x^y)+(~(x|y))-2*x-y,-4*(x|y)-1
2*(~(x^y))-(~y)-(~(x&y))-y,3*(x&y)-2*(x|y)
-y+(x^y)-(~(x|y))-(x&~y)-(~x&y)-1,-(~x|y)-1
x-2*y-2*(~(x^y)),-3*(~x|y)+(~(x&y))
-2*y+(x|y)-(x|~y)-(~x),-2*(~x|y)
2*(~(x^y))-(~x)-(x|y)-(x&~y),-3*(x^y)-1
(~a|y)+(~(a&y))+(a&y)-(~a&y)+2,~(a^y)+1
-(x|y)-(~y)+4*(~x)-2*(~x|y)-(~(x&y)),-3*x
-3*(~(x^y))+3*(~x|y)+2*x-y-(x&y),2*(x^y)
2*(~(x^y))+(~y)+(~x)-2*(~(x&y))+3,-3*(x^y)+1
x+y-3*(x&y)-(~(x|y)),-2*(~(x^y))-1
(~x&y)+4*(~(x|y))-(~y)-2*(~x)-x-y,-3*(x|y)-1
(~x)+(~x|y)+2*x-(x|y),~(x^y)-1
(x|y)+2*(x&~y)-(~x&y)+(~x|y)-(~(x&y)),2*x
3*(x|y)-4*(x^y)-(x|~y)+1,(~x|y)-3*(~(x&y))
(~x|y)+2*x-2*(x|y)+(x^y)-(x&~y)-1,~(x^y)-1
3*(x^y)+4*(~(x^y))-(~y)-(x|~y)-(~x|y)+1,y
-(~y)+(~x|y)+x-(x&y)-(x|y),-(x&~y)
-(~x)+(~x|y)-(x&y)-(x&~y)-(~x&y)+1,-(x^y)+1
2*(x^y)+(~y)-(~(x&y))+x-y+1,3*(x&~y)+1
-3*(x&~y)+2*(x|~y)-2*(~x|y)-x,(x&y)-2*(x|y)
-x-y+2*(x|y)-(~x&y)+1,-(~x|y)
-(~y)+(x|~y)+2*(~x)-(~x|y)-(~(x&y)),-(x&~y)
y+2*(x|y)-(x&~y)-(~x&y)+2*(~y)-(~x),2*x-1
-2*y+3*(x|y)-2*(x^y)-(~(x|y))+2,-2*(~x)+1
-(x^y)-(~x)+(~x|y)-(x&y)-1,-(x&~y)-(~x&y)-1
2*(x&~y)+(~x&y)-(x^y)+(~x|y)-(~(x&y)),x&y
-(~x&y)+4*(~(x|y))-2*(x|~y)-(~x)+1,-3*(x|y)
-2*(~(x|y))+(~y)+2*(~(x&y))-2*x-y+1,-4*(x&y)
(x^y)+(x|~y)+(x&y)-(x|y)+2,-(~x&y)+1
3*(~(x^y))-(x|~y)+2*(~(x&y))-y,3*(~(x|y))-1
-(~x|y)+3*x-4*(x&~y)+3,-3*(x^y)-3*(~(x|y))+1
2*(~(x&y))+3*y-2*(x|y)-2*(~x&y)-(~(x^y)),~x
(x|~y)+(~x|y)+(~(x&y))-2*(-1),~(x|y)
(~(x|y))+2*x+y-2*(x&y)+1,x&~y
x+(x&y)+2*(~y)-2*(x|~y),-(~x|y)-1
2*d-2*(d|y)+(d^y)-(d&~y)-(~y)-1,-(~(d&y))-1
2*y+(~(x^y))+3*(~y)-2*(x|~y)+1,-x-1
-2*(~t)+4*(x|~t)+(~x)-2*(~x|t)-x,-2*(~x&t)-1
-2*y+2*(x|y)-(x^y)-(~(x^y))+2,-2*(~x|y)+1
-(x&~y)-(~x&y)+(~x)-(~x|y),-(x|y)
-y+2*(x|y)+(~(x^y))+1,x
2*(x|~y)+2*(~x|y)+(x&y)-(x|y)+2,3*(~(x^y))+1
(d&y)+(~(d|y))+(~d&y)-(~d)+2,-(~(d&y))+1
2*(x|y)-4*(~x&y)-(~(x^y))-(~y),-3*(~x)-1
-2*(x|y)+2*(x^y)+(~(x|y))-(x&~y)-(~y),-2*x
-2*(~y)+2*(x|~y)+(~x)-x+1,-2*(x&~y)
2*(x|y)-(~x&y)-(~y)+2*(x|~y)-(~x|y),3*x
(x^y)-(~(x|y))+2*(~x|y)-(x&y)+2,2*(~x&y)+1
-3*(~y)+4*(x|~y)-2*x-y,-2*(x^y)-1
-(x|~y)+2*(~x)+3*x-y-(x|y)-1,~y-1
-x-y+2*(x|y)-(~x&y),-(~x|y)-1
2*(~y)-(~x)+1,x-2*y
2*(~x|y)+2*(~(x&y))-x-y-(~y),3*(~x)
(x|~y)+(~x)-(~(x&y))-x-y+2,-2*(x|y)+1
(~(b|y))-2*(~y)+(~b|y)-b,-3*(b&~y)+(~b&y)
2*(x&~y)+2*(~x&y)-(x^y)+(~(x|y)),-(x&y)-1
(x|~y)-2*(~x)+2*(~x|y)-x-(x&y),~(x^y)
-(b^y)+(~(b|y))+(b&~y)-(~(b^y)),-y
(e|~y)-(e&y)+(e|y)-(e^y)-(e&~y),~(e^y)
-(x&~y)+(~x&y)-(x^y)+(~y)-(~x|y)-1,-(x|y)-1
4*(~d&y)-(d^y)+3*(~y)-(~d)-(~(d&y))+1,-(d&y)
-(x&y)+(x|y)-2*(x&~y)-(~(x^y))+2,-2*(x|~y)+1
2*(~x&y)-2*(x^y)+2*(~y)-(~x)-x+2,-2*(x|y)+1
(~(x|y))+(x|~y)-(~(x&y))-x+2,(x&y)-2*(x|y)+1
2*(x&~d)-2*(x^d)+(~x|d)-x,(x&d)-2*(x|d)-1
(x|~y)+(~(x&y))-x+(x&y)-(x|y),2*(~(x|y))
-4*(x|y)+3*(x^y)+2*(x|~y)-(~x)+2,-3*y+1
(~x|y)+4*x-2*y-(~x&y)-(~y),2*(x|~y)-3*(~x)-1
y-(x&y)-(x|y),-x
3*(~x&y)-3*(x^y)+2*(~y)-(~x|y),-2*(x|y)-1
-2*y-(x&y)+2*(x|y)-(x^y)-(~y),-(~x|y)
(x&~y)+(~(x^y))+(~y)-(x|~y),-y-1
-(x|y)-(~y)-4*(~x)+3,-3*(~x|y)-4*(~(x&y))+1
(~(x|b))+(~b)-(~(x&b))+b+2,-(x^b)+1
(~(x^y))+(~x|y)-(~(x&y))-y+1,-2*(x^y)
-2*(d&~y)+(~(d^y))+(~(d&y))-2*y+1,-3*(d|y)-1
-3*(~d)+3*(x|~d)+2*(~x)-(~x|d)-d-1,~(x^d)-1
2*(~(b^y))-(b&y)+(b&~y)+(~b&y)+1,~(b|y)
x-y-(x&y)-(~(x|y))-(x&~y)+1,-(~x|y)+1
-(x|y)+(x^y)-(~(x|y)),-(~(x^y))
-(x&~y)+2*(x^y)+(~(x|y))-(~x|y)-x-y,-3*(x&y)
3*(~(x&y))+x-(x^y)-(~x&y),2*(~y)-1
(x^y)+2*(~(x^y))+(~y)-2*(x|~y)-(~x|y),-(x&y)
3*(x^y)-(x&~y)-2*(~x&y)+(~(x^y))-(~y),x|y
-(~(x^y))-2*(~y)+4*(x|~y)-2*x,-(x^y)-1
-2*(x&y)+(x&~y)-(x^y)+2*(~y)-(~(x&y))+1,-3*y
2*(x^y)+2*(~(x|y))-(~x|y)-x,-3*(x&y)-1
-2*x-y+3*(x|y)-(x^y)+2,-(x|~y)+1
(~y)+(~x)+(~x|y)-(~x&y),2*(~(x|y))-1
2*(~(x|y))-(~(x&y))-x-y+2,-3*(x|y)+1
(x&~b)+(x^b)+2*(~(x|b))-(x|~b),-2*(x&b)-1
-(a&y)-(a|y)-(~a&y)+2*(~y)-(~a|y),-4*y-1
2*(c^y)+(~(c|y))+(~(c^y))-2*(~y)-y,~c&y
5*(~b)+7*b-y-(b|y)-(b^y)-(~b&y),4*(b|~y)-1
(x&~t)+(~x|t)-x-t,-(x&t)-(x|t)-1
-2*x-b+3*(x&b)-(~(x|b))-(~x)-1,-2*(~(x&b))-1
-a+2*y-(a|y)-2*(~(a|y))-(~a&y)+1,-2*(~y)+1
(~x&y)+(~(x^y))+2*(~y)-(x|~y)-(~x)+2,-y+1
-3*(~(x|y))+2*(~(x^y))+(~y)-x-y,-(~x&y)
2*(x&y)+(~(x|y))-2*(~(x^y))+1,-(x|~y)-(~x)
-3*(~x)+2*(~x|y)+2*(~(x&y))-x-(x^y),~(x^y)
-2*(x&y)+2*(x|y)-(~x&y)-(x^y)+(~(x|y))+1,-y
3*(~t)-(~t|y)+4*t-(t&y)-(t^y)-(t&~y)+1,t|~y
-(~(x^y))+(~y)-(x|~y)+(~x)-y-1,-3*(x&y)-1
(~x|y)-x-(~(x|y))+(x&~y)+2,-(x|~y)+1
3*(x|y)+2*(~(x|y))-(~y)-(~(x&y))+1,x+2*y+1
-(~x|y)+(~(x&y))-2*x-y+1,-3*(x&y)-(x|y)+1
2*(x^c)+4*(~(x^c))-2*(x|~c)-(~x|c)+1,-(x&~c)
3*(~(x&y))+3*x-2*(x|y)-2*(~y)+3,-(~x|y)+1
-(~a)+2*(~x|a)+x-2*(x&a)-2*(~x&a)-1,~(x^a)-1
-2*x+2*(x|y)+(x&~y)-(~x&y)+1,-(~(x^y))
2*(~x)+x-3*d+2*(x|d)-(x^d),2*(~d)
2*(~x|y)-2*(x&y)+(x&~y)-(~x&y)-(~y),~x
-(~t&y)+2*(t^y)+3*(~(t|y))-2*(~y)+2,-t+1
-(~x&y)+(x^y)-x,-(x&y)
3*(~a&y)+3*(~(a|y))-(a|~y)-(~(a&y)),-3*a+y-1
2*(~(x|y))-(~(x^y))+(~y)-(~x),-2*y-1
(~x|y)-2*y+2*(x|y)-(x&~y)-(~x&y),x|~y
2*(~x)-3*y+3*(x|y)-2*(x^y)-(~(x|y)),~y
2*(x^y)-(~y)+3*(x|~y)-(~x|y)-x+2,2*(x&~y)+1
(x^y)+3*(~(x|y))-(~x)-(~(x&y))+x+1,-2*(~x&y)
(~(x^y))+(~x)+x-(x&y)+2,~(x|y)+1
-(~y)+4*(~x)+3*x-2*(~x&y)-2*(-1),~(x^y)
2*(~(x^y))-(~y)-(~x|y)-x-y+1,(x&y)-2*(x|y)+1
2*(x^c)+2*(~(x|c))-3*(~x&c)-(x|~c)+2,-2*c+1
-x-2*b+3*(x|b)-2*(x^b)-(~(x|b)),-(~x)
(~(x^y))-(~y)+(~(x&y))-y,~(x|y)
(~x&y)-2*(x^y)+2*(~y)-(x|~y)-(~x)-x,-2*(x|y)
(~x)+2*(~x|y)+2*x-y-(x&y)-(x|y),2*(~(x|y))-1
(x|y)+(x|~y)+1,x
2*(x&e)-(x|e)+(~x&e)-(~x)+2,-2*(~(x&e))+1
-2*(x|~e)+2*(~x|e)+2*x-e+1,-(~e)
3*(~(x|y))-(~y)-2*(~x)-x,(x&y)-2*(x|y)
(~y)+(~x^y&~z)-2*(~x&~y&z)+(~x|y&z)+(x|~y|~z)-4*(-1),-2*(x|y|z)
x+2*(~(x|y))-2*(~(x^y)),-(~x|y)+(~(x&y))
2*(~y|z)+2*(x|y|~z)-(~y^z)-2*(~x|~y|z)-(-1),-(~x&(y^z))+(x&(y^z))
3*(~(x&d))-x+2*d-(x|d)-(x^d),3*(~x)
2*(x|~y)-(~x)-(~(x&y))-(x&y)-(x|y),-3*(~x&y)
2*(x^y)-(~y)-(~x)+2*(~x|y)-x-y,2*(~x&y)
-x-y+3*(x|y)-2*(x^y)+1,-(~(x&y))
3*(x|~y)+2*(~x|y)-(~(x&y))-x+2,3*(~(x^y))+1
(~(x|y))+(~x|y)-2*(~(x&y))-y,-2*(x^y)
-3*(x|y)+4*(x^y)+3*(~(x^y))-2*(~y)-(~x|y),-x
(x&y)+3*(x|y)+3*(~(x|y))-(~x)-(~x|y),2*x-1
4*(x|~y)-(~x|y)-2*(~(x&y))-x-y+1,-5*(~x&y)
3*x-y-(x&~y)-(~x&y)-1,2*(x|~y)-2*(~x)-1
3*(~(x|a))-(~a)-(~(x&a))-a+2,(x&a)-3*(x|a)+1
-2*(x&~y)+(~x&y)+2*(~y)-(x|~y)-(~x)+1,-x+1
2*(x&y)+2*(x^y)+(~(x|y))-(x&~y)+2,y+1
3*(x|y)-(x&~y)+(x|~y)-(~(x&y))+1,2*x+2*y+1
-2*(x|~y)+2*(~(x&y))+2*x-(x^y)+1,-(~(x^y))
(a|~y)+2*(~a)+2*(a&y)-(~a&y),2*(~(a^y))-1
3*(~a)-3*(~(a&y))+2*a-y-(a&y)-1,-(a^y)-1
2*(~x|y)+x-(x|y)+(x&~y)+2,~(x^y)+1
-(x|~y)+2*(~x|y)+x-y,-(x&~y)-1
(x|y)-(x&~y)-2*(~x&y)-(~y)+1,-2*(~(x&y))
-(~(x|y))+2*(x|~y)-(~(x&y))-3*x-y,-2*(x|y)
2*y-3*(x^y)+2*(x&~y)-(~(x^y))+1,-2*(~(x&y))
2*y-(x|y)+3*(~(x|y))-2*(~(x^y))+2,-2*x+1
-(x&c)+2*(x|c)-(x&~c)+(~(x^c)),c-1
(x|y)-(x^y)+2*(~y)-(x|~y),-y-1
(~x)+2*(~(x&y))+3*y-4*(~x&y)+1,~(x^y)-1
(x|~y)+3*(~x)-2*(~x|y)+2*x-(x|y)+1,2*(~y)+1
-3*(x&y)-(x|y)-(x^y)+2*(~y)-(~x)+2,-x-4*y+1
2*(x&~y)-(~x&y)+(~x)-(~(x&y))-1,x-y-1
-(x^y)+2*(~(x|y))-(x|~y)-(~x)-x-y,-3*(x|y)
(~(x^y))-2*(~y)+(x|~y)-y-(x|y)+1,-2*(x^y)+1
-2*(x&y)+(x|y)-(~x&y)+2*(~(x|y))-(~x),-2*y-1
-2*(x&y)-(x&~y)+(x|~y)-(~x),-y
-(x&y)+(x|y)-(x^y)+(~(x|y))-(x|~y)+1,-x+1
(~x|t)-t-(x&~t)-2*(~(x^t))-(~t),-2*(x|~t)
-(~(x&y))-x+(x|y)-(~x&y)-1,-(x^y)-(~(x|y))-1
(c&~y)+3*(~c&y)-(c^y)+(c|~y)-(~(c&y))+1,y+1
(x&~y)-(x^y)+2*(~y)-(x|~y)-(~x),x-2*y
2*(~(x^y))+2*(~y)-x+(~x&y),3*(~(x|y))-1
2*(~(x^y))-(~y)-(x|y)-(~x&y)+2,-3*(x^y)+1
(~x&y)-(~(x|y))+2*(~y)-x+2,-2*(x&y)+1
4*(x&~y)-(~x&y)-(x^y)+(~x|y),2*x-2*y-1
2*(x|~b)-x-(x&b)+(x^b)-(~x&b)-1,2*(~b)-1
-(~(x&y))+2*x+y-3*(x&y)-(x^y)+1,-(~x)+1
2*(x&~y)-(~y)+2*(~x)-(~x|y)-x-y-1,-3*(x&y)-1
-2*y+3*(x|y)-(~x&y)+(~(x^y))-(~y)-1,2*x-1
(~e)+2*(~e|y)+2*e-2*y-(e&y)-(~(e|y))+1,~y
-3*(x&a)+3*(~(x|a))-(~a)-(~x),-2*x-2*a-1
-4*(~x)+2*(~x|y)+3*(~(x&y))-x-(x|y)-1,~y-1
2*(~x)-(~(x&y))+y+1,-2*(x&~y)+(~x&y)
-3*(x&a)-(x|a)+(~(x^a))-(~a),-2*x-a
(x|~y)+2*(~x)+(~x|y)-4*(~(x&y))-2*y,-3*(x^y)
3*(x|~y)+(~(x&y))-x-y+1,(~(x^y))+3*(~y)+1
(x^y)+2*(~y)-2*(~x)+y-(x&y),3*(x&~y)
2*(~(x&y))+2*(x&y)-(x&~y)+1,~x|y
-(~y)+(x|~y)-2*(x&y)+(x|y)+1,-(~(x^y))
-(~(x^y))+2*(~y)+2*(x&y)-2*(x&~y)+2,-(x^y)+1
-(x&~y)+2*(x^y)+2*(~(x|y))-(~(x&y)),-x-1
y-(x&y)+(x&~y)-2*(~x&y)-(x|~y)+1,-(~x|y)+1
y-(~x&y)+1,-(x^y)-(~(x|y))
-2*(x^y)+(~(x|y))+(~y)-2*(x|~y)-y,-3*(x|y)
2*(x&~y)+(~(x^y))-(x|~y)+(~x)+2,-(x&y)+1
-(x&~y)+(~(x^y))+(~y)-(~x|y)-x+2,-2*(x|y)+1
(x|t)-2*(~x&t)+3*(~t)-(~x)-(~x|t)+1,3*x-4*t
y-2*(x&y)-(~(x|y))-(x&~y),-2*(x|~y)-1
(x^y)+3*(~x|y)-2*(~(x&y))-x-y+1,-3*(x&~y)
(x^y)+(x|~y)+2*(~x)-2*(~(x&y)),-(x&~y)-1
4*(~x)-(~(x&y))+5*x-y-2*(x&y)-(x|y),2*(~y)-1
2*(x|y)-(x&~y)+(~x&y)+(~(x^y))-(~y)+1,3*y+1
-3*y+2*(x|y)-(~(x|y))-(x&~y),-2*(~x|y)-1
-6*(~y)+7*(x|~y)-(~x|y)-4*x-2*y-1,-3*(x^y)-1
